No,警編,分局,所別,里別,名稱
20867,KC101D2028,鳳山分局,新甲所,國光里,國泰路二段60巷2號旁照往國泰路方向
20868,KC101D2029,鳳山分局,新甲所,新泰里,海洋一路19號前照往大明路方向
20869,KC101D2030,鳳山分局,新甲所,新泰里,新強路100號前照往新泰街方向
20870,KC101D2031,鳳山分局,新甲所,新泰里,新強路100號前照往大明路方向
20871,KC101D2032,鳳山分局,新甲所,新泰里,新強路46號前照往海洋一路方向
20872,KC101D2033,鳳山分局,新甲所,新泰里,新國街17巷13號前照往海洋一路13巷方向
20873,KC101D2034,鳳山分局,新甲所,新泰里,新泰街10號前照往新國街17巷方向
20874,KC101D2035,鳳山分局,新甲所,新泰里,新強路13號旁照往海洋一路方向
20875,KC101D2036,鳳山分局,新甲所,新泰里,新康街254巷口照往海洋一路方向
20876,KC101D2037,鳳山分局,新甲所,新泰里,新康街234號旁照往新富路方向
20877,KC101D2038,鳳山分局,新甲所,新泰里,新康街236巷2號旁照往新強路方向
20878,KC101D2039,鳳山分局,新甲所,新泰里,新康街237巷2號照往南京路方向
20879,KC101D2040,鳳山分局,新甲所,新泰里,新康街與新安街口照往新富路方向
20880,KC101D2041,鳳山分局,新甲所,新泰里,海洋一路141巷29號旁照往海洋一路方向
20881,KC101D2042,鳳山分局,新甲所,新泰里,海洋一路149號前照往新康街內側道方向
20882,KC101D2043,鳳山分局,新甲所,新泰里,南京路156號前照往新富路方向
20883,KC101D2044,鳳山分局,新甲所,新泰里,海洋二路22號前照往南福街方向
20884,KC101H1238,鳳山分局,新甲所,國富里,新富路590巷口照往國富路21巷方向
20885,KC101H1239,鳳山分局,新甲所,國富里,國富路580巷口照往凱旋路300巷方向
20886,KC101H1240,鳳山分局,新甲所,國富里,凱旋路305號前照往凱旋路300巷方向
20887,KC101H1241,鳳山分局,新甲所,國富里,凱旋路289號前照往凱旋路290巷方向
20888,KC101H1242,鳳山分局,新甲所,國富里,新富路590巷9號前照往凱旋路290巷方向
20889,KC101H1243,鳳山分局,新甲所,國富里,新富路590巷5號前照往凱旋路300巷方向
20890,KC101H1244,鳳山分局,新甲所,國富里,新富路590巷13號前照往新富路方向
20891,KC101H1245,鳳山分局,新甲所,國富里,國富路19號前照往國富路方向
20892,KC101H1246,鳳山分局,新甲所,國富里,國富路19號後方照往國富路方向
20893,KC101H1247,鳳山分局,新甲所,國富里,國富路23號前照往五甲一路方向
20894,KC101H1248,鳳山分局,新甲所,國富里,國富路20-2號前照往國富路21巷方向
20895,KC101H1249,鳳山分局,新甲所,國富里,國富路20-2號前照往新富路方向
20896,KC101H1250,鳳山分局,新甲所,國富里,新富路600號對面照往國富路方向
20897,KC101H1251,鳳山分局,新甲所,國富里,新富路387號前照往國富路方向
20898,KC101H1252,鳳山分局,新甲所,國富里,新富路與國富路口照往國富路方向
20899,KC101H1253,鳳山分局,新甲所,國富里,國富路31號旁照往國泰路方向
20900,KC101H1254,鳳山分局,新甲所,新樂里,新強路183-3號前照往大明路方向
20901,KC101H1255,鳳山分局,新甲所,新樂里,新樂街211巷50號前照往新樂街181巷方向
20902,KC101H1256,鳳山分局,新甲所,新樂里,新樂街267號前照往新樂街196巷方向
20903,KC101H1257,鳳山分局,新甲所,新樂里,新樂街185號前照往大明路方向
20904,KC101H1258,鳳山分局,新甲所,新樂里,新強路125巷口照往新強路125巷底方向
20905,KC101H1259,鳳山分局,新甲所,新樂里,新強路與大明路口照往海洋一路方向
20906,KC101H1260,鳳山分局,新甲所,新樂里,大明路與海洋一路口照往海洋一路方向
20907,KC101H1261,鳳山分局,新甲所,新樂里,大明路97巷口照往大明路114巷方向
20908,KC101H1262,鳳山分局,新甲所,新樂里,新昌街82號前照往大明路128巷方向
20909,KC101H1263,鳳山分局,新甲所,新樂里,新昌街79號前照往新昌街80巷方向
20910,KC101H1264,鳳山分局,新甲所,新樂里,大明路114巷25號旁照往新昌街68巷方向
20911,KC101H1265,鳳山分局,新甲所,新樂里,新昌街54號前照往新樂街
20912,KC101H1266,鳳山分局,新甲所,新樂里,海洋一路52號牆壁照往海洋一路50巷內方向
20913,KC101H1267,鳳山分局,新甲所,新樂里,海洋一路60巷1號旁照往海洋一路60巷內方向
20914,KC101H1268,鳳山分局,新甲所,新樂里,新樂街60巷口照往新樂街60巷內方向
20915,KC101H1269,鳳山分局,新甲所,新樂里,新樂街與新康街口照往南京路方向
20916,KC101H1270,鳳山分局,新甲所,武漢里,新甲路31巷82號前照往新甲路方向
20917,KC101H1271,鳳山分局,新甲所,武漢里,崗山北街200巷2號前照往200巷底方向
20918,KC101H1272,鳳山分局,新甲所,武漢里,崗山北街220號前照往瑞興街方向
20919,KC101H1273,鳳山分局,新甲所,武漢里,武慶二路54號前照往崗山北街方向
20920,KC101H1274,鳳山分局,新甲所,武漢里,武慶二路80巷24號前照往武慶二路68巷方向
20921,KC101H1275,鳳山分局,新甲所,武漢里,武慶二路80巷8號前照往新富路18巷方向
20922,KC101H1276,鳳山分局,新甲所,武漢里,武慶二路90號前照往武慶二路80巷方向
20923,KC101H1277,鳳山分局,新甲所,武漢里,新富路48號前照往武慶二路方向
20924,KC101H1278,鳳山分局,新甲所,武漢里,新富路106號前照往新甲路方向
20925,KC101H1279,鳳山分局,新甲所,武漢里,新富路156號前照往武營路方向
20926,KC101H1280,鳳山分局,新甲所,武漢里,新富路183號旁照往武營路方向
20927,KC101H1281,鳳山分局,新甲所,武漢里,武營路287巷32號後方照往台?新村1巷方向
20928,KC101H1282,鳳山分局,新甲所,武漢里,台?新村2巷1號前照往台?新村2巷方向
20929,KC101H1283,鳳山分局,新甲所,武漢里,台?新村3巷2號前照往台?新村3巷底方向
20930,KC101H1284,鳳山分局,新甲所,武漢里,新甲路32號前照往武營路239巷方向
20931,KC101H1285,鳳山分局,新甲所,武漢里,新甲路50號前照往新富路方向
20932,KC101H1286,鳳山分局,新甲所,新強里,輜汽路170號前照往輜汽路涵洞方向
20933,KC101H1287,鳳山分局,新甲所,新強里,輜汽路與新強路口照往新強路方向
20934,KC101H1288,鳳山分局,新甲所,新強里,新強路401巷照往新強路401巷方向
20935,KC101H1289,鳳山分局,新甲所,新強里,新強路387巷口照往新強路387巷底方向
20936,KC101H1290,鳳山分局,新甲所,新強里,新強路373巷口照往新強路373巷底方向
20937,KC101H1291,鳳山分局,新甲所,新強里,新強路359巷口照往新強路359巷口方向
20938,KC101H1292,鳳山分局,新甲所,新強里,新強路345巷口照往新強路345巷底方向
20939,KC101H1293,鳳山分局,新甲所,新強里,新強路305巷口照往新強路305巷底方向
20940,KC101H1294,鳳山分局,新甲所,新強里,新強路283號照往輜汽路方向
20941,KC101H1295,鳳山分局,新甲所,新強里,新強路275巷2號前照往新強路275巷底方向
20942,KC101H1296,鳳山分局,新甲所,新強里,新強路與新富路口照往崗山北街方向
20943,KC101H1297,鳳山分局,新甲所,新強里,新強路275巷23號照往新強路305巷方向
20944,KC101H1298,鳳山分局,新甲所,新強里,新強路305巷36號前照往新強路275巷方向
20945,KC101H1299,鳳山分局,新甲所,新強里,新強路179號對面照往新富路方向
20946,KC101H1300,鳳山分局,新甲所,新強里,新強路180巷22號前照往新樂街方向
20947,KC101H1301,鳳山分局,新甲所,新強里,新強路180巷19號照往新強路180巷方向
20948,KC101H1302,鳳山分局,新甲所,武慶里,漢慶街11巷口照往漢慶街11巷底方向
20949,KC101H1303,鳳山分局,新甲所,武慶里,漢慶街11巷口照往武營路方向
20950,KC101H1304,鳳山分局,新甲所,武慶里,漢慶街49巷口照往漢慶街49巷底方向
20951,KC101H1305,鳳山分局,新甲所,武慶里,漢慶街80巷口照往武林路方向
20952,KC101H1306,鳳山分局,新甲所,武慶里,漢慶街82巷口照往武林路方向
20953,KC101H1307,鳳山分局,新甲所,武慶里,漢慶街84巷口照往漢慶街84巷底方向
20954,KC101H1308,鳳山分局,新甲所,武慶里,漢慶街88號前照往漢慶街101巷方向
20955,KC101H1309,鳳山分局,新甲所,武慶里,漢慶街104號前照往漢慶街103巷方向
20956,KC101H1310,鳳山分局,新甲所,武慶里,漢慶街112巷2號旁照往漢慶街112巷方向
20957,KC101H1311,鳳山分局,新甲所,武慶里,漢慶街113巷口照往漢慶街113巷底方向
20958,KC101H1312,鳳山分局,新甲所,武慶里,漢慶街130號旁照往漢慶街128巷底方向
20959,KC101H1313,鳳山分局,新甲所,武慶里,漢慶街129巷2號照往新富路方向
20960,KC101H1314,鳳山分局,新甲所,武慶里,漢慶街138巷口照往漢慶街138巷底方向
20961,KC101H1315,鳳山分局,新甲所,武慶里,漢慶街151號對面照往漢慶街149巷方向
20962,KC101H1316,鳳山分局,新甲所,武慶里,武慶二路176巷1弄2號旁照往176巷1弄底方向
20963,KC101H1317,鳳山分局,新甲所,武慶里,漢慶街151號對面照往武慶二路方向
20964,KC101H1318,鳳山分局,新甲所,新富里,南京路445巷2號前照往南京路445巷底方向
20965,KC101H1319,鳳山分局,新甲所,新富里,南京路447巷2號前照往南京路447巷底方向
20966,KC101H1320,鳳山分局,新甲所,新富里,凱旋路344巷1號前照往南京路447巷底方向
20967,KC101H1321,鳳山分局,新甲所,新富里,凱旋路344巷1號前照往凱旋路344巷口方向
20968,KC101H1322,鳳山分局,新甲所,新富里,凱旋路344巷1號前照往凱旋路344巷底方向
20969,KC101H1323,鳳山分局,新甲所,新富里,凱旋路344巷11號旁照往輜汽路方向
20970,KC101H1324,鳳山分局,新甲所,新富里,凱旋路346號旁照往凱旋路344巷方向
20971,KC101H1325,鳳山分局,新甲所,新富里,凱旋路346號旁照往凱旋路方向
20972,KC101H1326,鳳山分局,新甲所,新富里,凱旋路395巷1號前照往凱旋路395巷內方向
20973,KC101H1327,鳳山分局,新甲所,新富里,新康街356巷2號前照往新康街356巷內方向
20974,KC101H1328,鳳山分局,新甲所,新富里,新康街330號旁照往南京路方向
20975,KC101H1329,鳳山分局,新甲所,新富里,凱旋路395巷6號旁照往凱旋路395巷方向
20976,KC101H1330,鳳山分局,新甲所,新富里,凱旋路375巷18號前照往凱旋路方向
20977,KC101H1331,鳳山分局,新甲所,新富里,南京路421巷10號旁照往南京路方向
20978,KC101H1332,鳳山分局,新甲所,新富里,南京路421巷10號旁照往南京路393巷方向
20979,KC101H1333,鳳山分局,新甲所,新富里,南京路421巷10號旁照往新康街方向
20980,KC101H1334,鳳山分局,新甲所,國光里,國泰路二段50巷2弄口照往50巷2弄底方向
20981,KC101H1335,鳳山分局,新甲所,國光里,國泰路二段50巷2弄口照往50巷底方向
20982,KC101H1336,鳳山分局,新甲所,國光里,國泰路二段60巷12號前照往60巷口方向
20983,KC101H1337,鳳山分局,新甲所,國光里,國泰路二段50巷6弄2號前照往國泰路方向
20984,KC101H1338,鳳山分局,新甲所,國光里,國光路65巷口照往65巷底方向
20985,KC101H1339,鳳山分局,新甲所,國光里,國光路101號前照往國光路91巷方向
20986,KC101H1340,鳳山分局,新甲所,國光里,國民街1號前照往國隆路方向
20987,KC101H1341,鳳山分局,新甲所,國光里,新富路399巷2號前照往國隆路方向
20988,KC101H1342,鳳山分局,新甲所,國光里,國民街21號前照往國興街方向
20989,KC101H1343,鳳山分局,新甲所,國光里,國興街4號前照往國民街方向
20990,KC101H1344,鳳山分局,新甲所,國光里,國興街4號前照往國泰路2段71巷方向
20991,KC101H1345,鳳山分局,新甲所,國光里,國泰路2段71巷3號前照往71巷底方向
20992,KC101H1346,鳳山分局,新甲所,國光里,國興街3巷2號前照往3巷底方向
20993,KC101H1347,鳳山分局,新甲所,國光里,國興街1巷1號前照往1巷底方向
20994,KC101H1348,鳳山分局,新甲所,國光里,新富路405巷1號前照往國興街方向
20995,KC101H1349,鳳山分局,新甲所,國光里,國泰路2段45巷1號前照往45巷底方向
20996,KC101J0609,鳳山分局,新甲所,老爺里,五甲一路772巷6-1號照往南京路方向(向西)
20997,KC101J0610,鳳山分局,新甲所,老爺里,南京路24巷11號前照往五甲一路方向(向西南)
20998,KC101J0611,鳳山分局,新甲所,老爺里,七聖街7號前照往海洋路方向(向西)
20999,KC101J0612,鳳山分局,新甲所,老爺里,七聖街101巷24號前照往七聖街方向(向北)
21000,KC101J0613,鳳山分局,新甲所,老爺里,七聖街112巷7弄口照往七聖街112巷7弄底方向(向北)
21001,KC101J0614,鳳山分局,新甲所,老爺里,五甲一路710巷22號前照往七聖街60巷方向(向南)
21002,KC101J0615,鳳山分局,新甲所,老爺里,五甲一路726巷口照往七聖街60巷方向(向西)
21003,KC101J0616,鳳山分局,新甲所,老爺里,五甲一路710巷18號前照往五甲一路方向(向東)
21004,KC101J0617,鳳山分局,新甲所,老爺里,七聖街60巷8號前照往五甲一路方向(向南)
21005,KC101J0618,鳳山分局,新甲所,老爺里,南京路128巷口照往128巷底方向(向東南)
21006,KC101J0619,鳳山分局,新甲所,老爺里,南福街33號前照往五甲一路方向(向東南)
21007,KC101J0620,鳳山分局,新甲所,老爺里,南福街18號旁照往南福街21巷底方向(向南)
21008,KC101J0621,鳳山分局,新甲所,老爺里,七聖街113號前照往七聖街101巷方向(向西)
21009,KC101J0622,鳳山分局,新甲所,老爺里,五甲一路666號旁照往668巷方向(向西)
21010,KC101J0623,鳳山分局,新甲所,老爺里,五甲一路696巷照往南京路方向(向西)
21011,KC101J0624,鳳山分局,新甲所,老爺里,南京路136號後照往南京路方向(向西南)
21012,KC101J0625,鳳山分局,新甲所,老爺里,五甲一路630號旁照往海洋路方向(向西)
21013,KC101J0626,鳳山分局,新甲所,老爺里,南福街54號前照往七聖街方向(向南)
21014,KC101J0627,鳳山分局,新甲所,老爺里,海洋二路70巷口照往海洋路二路70巷底方向(向北)
21015,KC101J0628,鳳山分局,新甲所,老爺里,海洋二路88號旁照往老爺二街方向北(向南)
21016,KC101J0629,鳳山分局,新甲所,老爺里,老爺四街32巷7號前照往海洋二路102巷方向(向北)
21017,KC101J0630,鳳山分局,新甲所,老爺里,五甲一路542巷41號前照往五甲一路方向(向東)
21018,KC101J0631,鳳山分局,新甲所,老爺里,海洋二路139號旁照往五甲一路方向(向東)
21019,KC101J0632,鳳山分局,新甲所,老爺里,凱旋路223號旁照往凱旋路221巷底方向(向南)
21020,KC101J0633,鳳山分局,新甲所,老爺里,凱旋路221巷4號旁照往凱旋路221巷2弄底方向(向西)
