No,警編,分局,所別,里別,名稱
8225,KC101D2335,林園分局,中庄所,後庄里,大寮區鳳屏一路199巷口(編號3)
8226,KC101D2336,林園分局,中庄所,後庄里,大寮區鳳屏一路215巷口(編號4)
8227,KC101D2337,林園分局,中庄所,後庄里,大寮區鳳屏一路169巷口(編號5)
8228,KC101D2338,林園分局,中庄所,後庄里,大寮區民族路236巷口(編號6)
8229,KC101D2339,林園分局,中庄所,後庄里,大寮區民族路256巷口(編號7)
8230,KC101D2340,林園分局,中庄所,後庄里,大寮區民揚街與成功路口(編號8)
8231,KC101D2341,林園分局,中庄所,後庄里,大寮區成功橋上橋處成功路112號前(編號9)
8232,KC101D2342,林園分局,中庄所,後庄里,大寮區民泰街與成功橋下口(編號10)
8233,KC101D2343,林園分局,中庄所,後庄里,大寮區成功橋下橋處仁武端(編號11)
8234,KC101D2344,林園分局,中庄所,後庄里,大寮區民信街與民勇街口(編號12)
8235,KC101D2345,林園分局,中庄所,後庄里,大寮區民信街與民仁街口(編號13)
8236,KC101D2346,林園分局,中庄所,後庄里,大寮區民義街與民仁街口(編號14)
8237,KC101D2347,林園分局,中庄所,後庄里,大寮區民族路與成功路口(編號15)
8238,KC101D2348,林園分局,中庄所,後庄里,大寮區後庄街與民慶街口(編號16)
8239,KC101D2349,林園分局,中庄所,後庄里,大寮區鳳屏一路317巷2號前(編號1)
8240,KC101D2350,林園分局,中庄所,後庄里,大寮區後庄街7號前(編號2)
8241,KC101D2351,林園分局,中庄所,後庄里,大寮區鳳屏一路363號前(編號3)
8242,KC101D2352,林園分局,中庄所,後庄里,大寮區民興街1號前(編號4)
8243,KC101D2353,林園分局,中庄所,後庄里,大寮區鳳屏一路479巷1號(編號5)
8244,KC101D2354,林園分局,中庄所,後庄里,大寮區民順街2號前(編號6)
8245,KC101D2355,林園分局,中庄所,後庄里,大寮區鳳屏一路523巷4號前(編號7)
8246,KC101D2356,林園分局,中庄所,後庄里,大寮區民族路仁愛之家圍牆旁(編號8)
8247,KC101D2357,林園分局,中庄所,後庄里,大寮區民政街9巷1號(編號9)
8248,KC101D2358,林園分局,中庄所,後庄里,大寮區濱南街口(編號10)
8249,KC101D2359,林園分局,中庄所,後庄里,大寮區民族路與民興路口(編號11)
8250,KC101D2360,林園分局,中庄所,後庄里,大寮區民族路與民興路口(編號12)
8251,KC101D2361,林園分局,中庄所,後庄里,大寮區民光街23號前(編號13)
8252,KC101D2362,林園分局,中庄所,後庄里,大寮區濱北街31號(編號14)
8253,KC101D2363,林園分局,中庄所,後庄里,大寮區民昌街101號(編號15)
8254,KC101D2364,林園分局,中庄所,後庄里,大寮區後庄街53巷28號(編號16)
8255,KC101J1089,林園分局,中庄所,翁園里,翁園路37-2號旁中庄桿68右1
8256,KC101J1090,林園分局,中庄所,翁園里,翁園路37-2號旁中庄桿68右1
8257,KC101J1091,林園分局,中庄所,翁園里,翁園路37-2號旁中庄桿68右1
8258,KC101J1092,林園分局,中庄所,翁園里,翁園路37-2號旁中庄桿68右1
8259,KC101J1093,林園分局,中庄所,翁園里,光明路三段與翁園路口(翁園桿75-3)
8260,KC101J1094,林園分局,中庄所,翁園里,巷尾路1之65號斜對面(無編號)
8261,KC101J1095,林園分局,中庄所,翁園里,巷尾路1之65號斜對面(無編號)
8262,KC101J1096,林園分局,中庄所,翁園里,翁園路151之50號旁(無編號)
8263,KC101J1097,林園分局,中庄所,翁園里,翁園路151之50號旁(無編號)
8264,KC101J1098,林園分局,中庄所,翁園里,翁園路151之50號旁(無編號)
8265,KC101J1099,林園分局,中庄所,翁園里,光明路三段395巷10號旁電桿(無編號)
8266,KC101J1100,林園分局,中庄所,翁園里,光明路三段395巷旁20公尺處(巷尾分10左13左2)
8267,KC101J1101,林園分局,中庄所,翁園里,翁園路70之34號前(翁園桿80-1)
8268,KC101J1102,林園分局,中庄所,翁園里,翁園路70之34號前(翁園桿80-1)
8269,KC101J1103,林園分局,中庄所,翁園里,翁園里陳氏宗祠對面(翁園桿80右6右1)
8270,KC101J1104,林園分局,中庄所,翁園里,翁園國小涼亭旁(琉球幹38左支21左分13)
8271,KC102D1304,林園分局,中庄所,後庄里,民族路406巷口(興南分13-1)
8272,KC102D1305,林園分局,中庄所,後庄里,民族路與民政街口(興南分13-2)(向北)
8273,KC102D1306,林園分局,中庄所,後庄里,民族路376巷口對面(無編號)
8274,KC102D1307,林園分局,中庄所,後庄里,民族路362號前(無編號)
8275,KC102D1308,林園分局,中庄所,後庄里,民族路356巷口對面(後庄幹11)
8276,KC102D1309,林園分局,中庄所,後庄里,後庄火車站後方地下道出口上方(成功路196號旁)(向北)
8277,KC102D1310,林園分局,中庄所,後庄里,民光街60號旁停車場出入口側(向北)
8278,KC102D1311,林園分局,中庄所,後庄里,民昌街與濱南街口(向東)
8279,KC102D1312,林園分局,中庄所,後庄里,後庄街34號前(向北)
8280,KC102D1313,林園分局,中庄所,後庄里,鳳屏一路與民昌街口(向東)
8281,KC102D1314,林園分局,中庄所,後庄里,民族路與民昌街(無編號)
8282,KC102D1315,林園分局,中庄所,後庄里,民族路363巷32號旁(向北)
8283,KC102D1316,林園分局,中庄所,後庄里,民昌街98號前(磚廠分5)(向南)
8284,KC102D1317,林園分局,中庄所,後庄里,後庄火車站後方地下道出口旁電桿
8285,KC102D1318,林園分局,中庄所,後庄里,民慶街112號前(無編號)(向東)
8286,KC102D1319,林園分局,中庄所,後庄里,民慶街136號(向西)
8287,KC102D1320,林園分局,中庄所,後庄里,民族路與民義街口(無編號)
8288,KC102D1321,林園分局,中庄所,後庄里,民揚路46號對面(向東)
8289,KC102D1322,林園分局,中庄所,後庄里,民智街122號旁(向東)
8290,KC102D1323,林園分局,中庄所,後庄里,民智街與民義街口(向南)
8291,KC102D1324,林園分局,中庄所,後庄里,民揚街與成功路口(向東)
8292,KC102D1325,林園分局,中庄所,後庄里,民揚路與民信路(無編號)
8293,KC102D1326,林園分局,中庄所,後庄里,民信路與民勇街口(編號:000215)
8294,KC102D1327,林園分局,中庄所,後庄里,成功路22巷口(美庄高幹34)
8295,KC102D1328,林園分局,中庄所,後庄里,成功路與民族路口(興南分1)
8296,KC102D1329,林園分局,中庄所,後庄里,民族路290巷口(興南分1-2)
8297,KC102D1330,林園分局,中庄所,後庄里,成功路與民智街口(何太分1)
8298,KC102D1331,林園分局,中庄所,後庄里,民信路與民智街口(無編號)
8299,KC102D1332,林園分局,中庄所,後庄里,民勇街與民義街口(向南)
8300,KC102D1333,林園分局,中庄所,後庄里,民族路32巷口(美鳳高幹56左4)
8301,KC102D1334,林園分局,中庄所,後庄里,民族路10巷口(美鳳高幹56左2)
8302,KC102D1335,林園分局,中庄所,後庄里,民族路與民貴路口(美鳳高幹56左1)
8303,KC102D1336,林園分局,中庄所,翁園里,翁園路229號對面(無編號)
8304,KC102D1337,林園分局,中庄所,翁園里,翁園路229號對面(無編號)
8305,KC102D1338,林園分局,中庄所,翁園里,翁園路154號對面(翁園桿90)
8306,KC102D1339,林園分局,中庄所,翁園里,翁園路154號對面(翁園桿90)
8307,KC102D1340,林園分局,中庄所,翁園里,翁園路133號前(翁園高桿89)
8308,KC102D1341,林園分局,中庄所,翁園里,翁園路133號前(翁園高桿89)
8309,KC102D1342,林園分局,中庄所,翁園里,翁園路123-2號(翁園支30右支1)
8310,KC102D1343,林園分局,中庄所,翁園里,翁園路126-7號(巷尾分左13左6)
8311,KC102D1344,林園分局,中庄所,翁園里,翁園路100號對面(無編號)
8312,KC102D1345,林園分局,中庄所,翁園里,翁園路97號旁(翁園支33右支8)
8313,KC102D1346,林園分局,中庄所,翁園里,翁園路62-16號對面(翁園幹76-1)
8314,KC102D1347,林園分局,中庄所,翁園里,翁園路62-16號對面(翁園幹76-1)
8315,KC102D1348,林園分局,中庄所,翁園里,翁園路42-1號(翁園幹80右2)
8316,KC102D1349,林園分局,中庄所,翁園里,翁園路42-1號(翁園幹80右2)
8317,KC102D1350,林園分局,中庄所,翁園里,翁園路42-1號(翁園幹80右2)
8318,KC102D1351,林園分局,中庄所,翁園里,翁園路39-21號旁(無編號)
8319,KC103D0434,林園分局,中庄所,前庄里,中正路88巷與自由路口(電桿莊敬高分9)
8320,KC103D0435,林園分局,中庄所,前庄里,中正路88巷與自由路口(電桿莊敬高分9)
8321,KC103D0436,林園分局,中庄所,前庄里,中正路88巷與自由路口(電桿莊敬高分9)
8322,KC103D0437,林園分局,中庄所,前庄里,中正路88巷212號對面(電桿無編號)
8323,KC103D0438,林園分局,中庄所,前庄里,中正路82巷與自由路口(電桿莊敬高分8)
8324,KC103D0439,林園分局,中庄所,前庄里,中正路88巷128弄口(電桿無編號)
8325,KC103D0440,林園分局,中庄所,前庄里,中正路82巷161號前(忠義高分210-1右3右33)
8326,KC103D0441,林園分局,中庄所,前庄里,中正路82巷161號前(忠義高分210-1右3右33)
8327,KC103D0442,林園分局,中庄所,前庄里,中正路82巷64號前(電桿忠義高分10-1右3右3)
8328,KC103D0443,林園分局,中庄所,前庄里,中正路88巷51號前(電桿無編號)
8329,KC103D0444,林園分局,中庄所,前庄里,中正路104號旁(電桿忠義高分12)
8330,KC103D0445,林園分局,中庄所,前庄里,中正路92之1號旁(無編號)
8331,KC103D0446,林園分局,中庄所,前庄里,中正路92之1號旁(無編號)
8332,KC103D0447,林園分局,中庄所,前庄里,中正路80號前(路燈桿無編號)
8333,KC103D0448,林園分局,中庄所,前庄里,中正路與中正路82巷口對面電桿(無編號)
8334,KC103D0449,林園分局,中庄所,前庄里,中正路與中正路82巷口對面電桿(無編號)
8335,KC105A0099,林園分局,中庄所,前庄里,前庄路74之3號旁(向南)
8336,KC105A0100,林園分局,中庄所,前庄里,前庄路67號旁號誌桿(向東)
8337,KC105A0101,林園分局,中庄所,前庄里,前庄路55號對面(向北)
8338,KC105A0102,林園分局,中庄所,前庄里,前庄路64之4號對面(全景-向南)
8339,KC105A0103,林園分局,中庄所,前庄里,中正地下道東端號誌桿上 (全景-向東) 
8340,KC105A0104,林園分局,中庄所,前庄里,中正地下道東端旁號誌桿(向北)
8341,KC105A0105,林園分局,中庄所,前庄里,大寮捷運站2號出口停車場出入口(全景-向西)
8342,KC105A0106,林園分局,中庄所,前庄里,中正路與捷西路口南端(全景-向北)
8343,KC105A0107,林園分局,中庄所,前庄里,中正路與捷西路東北側(慢車道-向北)
8344,KC105A0108,林園分局,中庄所,前庄里,捷運1號出口捷西路北側中央分格島(向南)
8345,KC105A0109,林園分局,中庄所,前庄里,捷運1號出口捷西路北側中央分格島(向南)
8346,KC105A0110,林園分局,中庄所,前庄里,捷運1號出口捷西路南側中央分格島(向北)
8347,KC105A0111,林園分局,中庄所,前庄里,捷運2號出口捷西路南側中央分格島(向北)
8348,KC105A0112,林園分局,中庄所,前庄里,捷運站1號出口便道(全景-向西)
8349,KC105A0113,林園分局,中庄所,前庄里,捷運站1號出口便道北側(全景-向南)
8350,KC105A0114,林園分局,中庄所,前庄里,捷運站1號出口?停車場南側(全景-向北)
8351,KC105A0115,林園分局,中庄所,中庄里,八德路193號對面(向東)
8352,KC105A0116,林園分局,中庄所,中庄里,仁愛路254-13號對面(向北)
8353,KC105A0117,林園分局,中庄所,中庄里,仁愛路192號對面(向南)
8354,KC105A0118,林園分局,中庄所,中庄里,八德路203號前(向西)
8355,KC105A0119,林園分局,中庄所,中庄里,八德路203號前(全景-向西)
8356,KC105A0120,林園分局,中庄所,中庄里,八德路真安長期照護公司旁(向南)
8357,KC105A0121,林園分局,中庄所,中庄里,八德路567號旁(向西)
8358,KC105A0122,林園分局,中庄所,中庄里,八德路463號旁(全景-向東南)
8359,KC105A0123,林園分局,中庄所,中庄里,八德路700號旁(向東)
8360,KC105A0124,林園分局,中庄所,中庄里,光明三路與八德路口(全景-向東)
8361,KC105A0125,林園分局,中庄所,中庄里,江山路口光明幹9左2電桿(向東)
8362,KC105A0126,林園分局,中庄所,中庄里,光明路三段1405號前(全景-向北)
8363,KC105A0127,林園分局,中庄所,中庄里,光明路三段1405號前(快車道-向北)
8364,KC105A0128,林園分局,中庄所,中庄里,光明路三段1405號前(慢車道-向北)
8365,KC105A0129,林園分局,中庄所,中庄里,光明路三段1411號前(快車道-向南)
8366,KC105A0130,林園分局,中庄所,中庄里,光明路與文昌路口(向西)
8367,KD01308,林園分局,中庄所,中庄里,八德路往仁愛路(南)(104蘇維)
8368,KD01309,林園分局,中庄所,中庄里,立德路往信義路(西)(104蘇維)
8369,KD01310,林園分局,中庄所,中庄里,八德路往鳳屏一路(西北)(104蘇維)
8370,KD01311,林園分局,中庄所,中庄里,立德路往仁愛路(東)(104蘇維)
8371,KD01312,林園分局,中庄所,中庄里,信義路往立德路(南)(104蘇維)
8372,KD01313,林園分局,中庄所,中庄里,立德路往八德路(東)(104蘇維)
8373,KD01314,林園分局,中庄所,中庄里,中庄村立德路、八德路與信主機(全景-東)(104蘇維)
8374,KD01342,林園分局,中庄所,中庄里,鳳屏路往鳳山慢車道(西)
8375,KD01343,林園分局,中庄所,中庄里,鳳屏路往鳳山外快車道(西)
8376,KD01344,林園分局,中庄所,中庄里,鳳屏路往鳳山內快車道(西)
8377,KD01345,林園分局,中庄所,中庄里,鳳屏路往屏東慢車道(西)
8378,KD01346,林園分局,中庄所,中庄里,鳳屏路往屏東外快車道(西)
8379,KD01347,林園分局,中庄所,中庄里,鳳屏路往屏東內快車道(舊)(西)
8380,KD01348,林園分局,中庄所,中庄里,仁愛路往鳳屏路(舊)(西)
8381,KC105B0511,林園分局,中芸所,西溪里,西溪路133之30號旁(向南)
8382,KC105B0512,林園分局,中芸所,西溪里,中芸三路1之20號前(向西)
8383,KC105B0513,林園分局,中芸所,西溪里,西溪路與中芸路口燈桿(向北)
8384,KC105B0514,林園分局,中芸所,西溪里,西溪路133之86號前(向西)
8385,KC105B0515,林園分局,中芸所,西溪里,西溪路176巷102號鈄對面(向西)
8386,KC105B0516,林園分局,中芸所,西溪里,西溪路176巷102號鈄對面(向北)
8387,KC105B0517,林園分局,中芸所,西溪里,西溪路176巷32-3號對面(向東)
8388,KC105B0518,林園分局,中芸所,西溪里,西溪路141巷口旁(向南)
8389,KC105B0519,林園分局,中芸所,西溪里,西溪路20巷口(向東)
8390,KC105B0520,林園分局,中芸所,西溪里,西溪路11號前(向東)
8391,KC105B0521,林園分局,中芸所,西溪里,西溪路54巷4號前(向東)
8392,KC105B0522,林園分局,中芸所,西溪里,西溪路4號對面(向北)
8393,KC105B0523,林園分局,中芸所,西溪里,西溪路1之10號前(向西)
8394,KC105B0524,林園分局,中芸所,西溪里,西溪路底與中芸海堤路口電桿(向東)
8395,KC105B0525,林園分局,中芸所,西溪里,西溪路56號旁電桿(向南)
8396,KC105B0526,林園分局,中芸所,西溪里,中芸國中大門口對面電桿(向東)
8397,KC105B0527,林園分局,中芸所,西溪里,西溪路143之3號對面(向東)
8398,KC105B0528,林園分局,中芸所,西溪里,西溪路143之5號旁(向西)
8399,KC105B0529,林園分局,中芸所,西溪里,西溪路152號對面(向南)
8400,KC105B0530,林園分局,中芸所,西溪里,西溪路與石化三路良成工業旁電桿(向南)
8401,KC105B0531,林園分局,中芸所,西溪里,西溪路193巷口(向西)
8402,KC105B0532,林園分局,中芸所,西溪里,西溪路193巷1-1號鈄對面(向南)
8403,KC105B0533,林園分局,中芸所,西溪里,西溪路193巷5號旁(向南1)
8404,KC105B0534,林園分局,中芸所,西溪里,中港路26號前(向南)
8405,KC105B0535,林園分局,中芸所,西溪里,中港路1之2號對面(向北)
8406,KC105B0536,林園分局,中芸所,西溪里,中港路136號前(向北)
8407,KC105B0537,林園分局,中芸所,西溪里,半?路225號對面(向北)
8408,KC105B0538,林園分局,中芸所,西溪里,半?路225號對面(向西)
8409,KC105B0539,林園分局,中芸所,西溪里,半?路193號對面(向東)
8410,KC105B0540,林園分局,中芸所,西溪里,半?路59號對面(茹寮幹25)
8411,KC105B0541,林園分局,中芸所,西溪里,半?路47號對面(無編號)
8412,KC105B0542,林園分局,中芸所,西溪里,半?路16巷22號(向東)
8413,KC105B0543,林園分局,中芸所,西溪里,西溪路193巷95弄32號對面電桿(向北)
8414,KC105B0544,林園分局,中芸所,西溪里,後厝路29之2號對面(向北)
8415,KC105B0545,林園分局,中芸所,西溪里,後厝路1之13號電桿(向南)
8416,KC105B0546,林園分局,中芸所,西溪里,後厝路34之7號旁(向北)
8417,KC105B0547,林園分局,中芸所,西溪里,港埔三路(向東)
8418,KC105B0548,林園分局,中芸所,西溪里,後厝路83號前(向東)
8419,KC105B0549,林園分局,中芸所,西溪里,後厝路85號前(向北)
8420,KC105B0550,林園分局,中芸所,西溪里,後厝路與半?路口(向北)
8421,KC105B0551,林園分局,中芸所,西溪里,後厝路與半?路口(向西)
8422,KC105B0552,林園分局,中芸所,西溪里,後厝路158號鈄對面(向南)
8423,KC105B0553,林園分局,中芸所,西溪里,港埔三路169巷3之1號旁(向南)
8424,KC105B0554,林園分局,中芸所,西溪里,港嘴二路135巷39之1號旁(向南)
8425,KC105B0555,林園分局,中芸所,西溪里,港埔二路135巷口39號(向西)
8426,KC105B0556,林園分局,中芸所,西溪里,港埔三路132巷口(向南)
8427,KC105B0557,林園分局,中芸所,西溪里,港埔三路134號旁(向東)
8428,KC105B0558,林園分局,中芸所,西溪里,港埔三路134號旁(向東)
8429,KC105B0559,林園分局,中芸所,中芸里,鳳芸路1號號誌桿(向北)
8430,KC105B0560,林園分局,中芸所,中芸里,鳳芸路3號對面(向南)
8431,KC105B0561,林園分局,中芸所,中芸里,鳳芸二路55號旁巷子內電桿(向南)
8432,KC105B0562,林園分局,中芸所,中芸里,鳳芸路33號鈄對面(向西)
8433,KC105B0563,林園分局,中芸所,中芸里,鳳芸路89之3號旁電桿(向東)
8434,KC105B0564,林園分局,中芸所,中芸里,鳳芸路82號旁(向東)
8435,KC105B0565,林園分局,中芸所,中芸里,鳳芸路89之3號旁電桿(向南)
8436,KC105B0566,林園分局,中芸所,中芸里,鳳芸路89之3號旁電桿(向西)
8437,KC105B0567,林園分局,中芸所,中芸里,中芸路83巷內(向北)
8438,KC105B0568,林園分局,中芸所,中芸里,中芸路83巷21號前(向北)
8439,KC105B0569,林園分局,中芸所,中芸里,鳳芸路19號對面(向南)
8440,KC105B0570,林園分局,中芸所,中芸里,中芸路72之9號(向西)
8441,KC105B0571,林園分局,中芸所,中芸里,中芸路38號對面路燈桿(向東)
8442,KC105B0572,林園分局,中芸所,中芸里,中芸路3之13號(向南)
8443,KC105B0573,林園分局,中芸所,中芸里,西溪路56號林園圖書二館旁路燈桿(向東)
8444,KC105B0574,林園分局,中芸所,中芸里,漁港路54號旁路燈桿(向南)
8445,KC105B0575,林園分局,中芸所,鳳芸里,漁港路87號前(向北)
8446,KC105B0576,林園分局,中芸所,鳳芸里,鳳芸二路5號前(向東)
8447,KC105B0577,林園分局,中芸所,鳳芸里,漁港路73號旁(向北)
8448,KC105B0578,林園分局,中芸所,鳳芸里,鳳芸二路11號對面(向東)
8449,KC105B0579,林園分局,中芸所,鳳芸里,石化三路與漁港路口旁號誌桿(向南)
8450,KC105B0580,林園分局,中芸所,鳳芸里,鳳芸二路與漁港路96巷口(向北)
8451,KC105B0581,林園分局,中芸所,鳳芸里,鳳芸二路95巷1號前(向東)
8452,KC105B0582,林園分局,中芸所,鳳芸里,鳳芸二路102巷14號前(向東)
8453,KC105B0583,林園分局,中芸所,鳳芸里,石化三259號旁(向南)
8454,KC105B0584,林園分局,中芸所,鳳芸里,石化三路293號鈄對面(向南)
8455,KC105B0585,林園分局,中芸所,鳳芸里,中芸三路8號前(向南)
8456,KC105B0586,林園分局,中芸所,鳳芸里,中芸三路117號前(向南)
8457,KC105B0587,林園分局,中芸所,鳳芸里,中芸三路117號前(向南)
8458,KC105B0588,林園分局,中芸所,鳳芸里,中芸與石化路口路燈桿(向東)
8459,KC105B0589,林園分局,中芸所,鳳芸里,中芸三路86號前(向北)
8460,KC105B0590,林園分局,中芸所,鳳芸里,石化三路293號鈄對面(向西)
8461,KC105B0591,林園分局,中芸所,中汕里,力行路1之8號旁路燈桿(向北)
8462,KC105B0592,林園分局,中芸所,中汕里,力行路12號前電桿(向北)
8463,KC105B0593,林園分局,中芸所,中汕里,力行路96之8號鈄對面電桿(向南)
8464,KC105B0594,林園分局,中芸所,中汕里,中芸派出所鈄對面電桿(向東)
8465,KC105B0595,林園分局,中芸所,中汕里,中芸派出所前電桿(向西)
8466,KC105B0596,林園分局,中芸所,中汕里,力行路2號(向南)
8467,KC105B0597,林園分局,中芸所,中汕里,力行路158之2號對面路燈桿(向西)
8468,KC105B0598,林園分局,中芸所,中汕里,占岸路1號旁電桿(向北)
8469,KC105B0599,林園分局,中芸所,中汕里,BB043置箱旁路燈桿(向西)
8470,KC105B0600,林園分局,中芸所,中汕里,中正路與占岸路口(向南)
8471,KC105B0601,林園分局,中芸所,中汕里,中正路39巷鈄對面電桿(向東)
8472,KC105B0602,林園分局,中芸所,中汕里,中正路53巷鳴洋遊艇旁電桿(向西)
8473,KC105B0603,林園分局,中芸所,中汕里,西汕路與防波堤旁電桿(向西)
8474,KC105B0604,林園分局,中芸所,中汕里,西汕路與防波堤旁電桿(向東)
8475,KC105B0605,林園分局,中芸所,中汕里,西汕路230號前(向北)
8476,KC105B0606,林園分局,中芸所,中汕里,西汕路213號對面(向北)
8477,KC105B0607,林園分局,中芸所,北汕里,北汕二路50巷90號前(向東)
8478,KC105B0608,林園分局,中芸所,北汕里,北汕二路50巷90號前(向北)
8479,KC105B0609,林園分局,中芸所,北汕里,北汕二路7號前(向東)
8480,KC105B0610,林園分局,中芸所,北汕里,北汕路152巷口(向東)
8481,KC105B0611,林園分局,中芸所,北汕里,北汕路152巷口旁電桿(向西)
8482,KC105B0612,林園分局,中芸所,北汕里,北汕路147號前(向南)
8483,KC105B0613,林園分局,中芸所,北汕里,北汕路147號前(向西)
8484,KC105B0614,林園分局,中芸所,北汕里,北汕路185號前(向東)
8485,KC105B0615,林園分局,中芸所,北汕里,北汕路218巷28之14號旁(向北)
8486,KC105B0616,林園分局,中芸所,北汕里,北汕路242巷21號旁電桿(向南)
8487,KC105B0617,林園分局,中芸所,北汕里,北汕路201號前(向東)
8488,KC105B0618,林園分局,中芸所,北汕里,北汕路250號對面(向南)
8489,KC105B0619,林園分局,中芸所,北汕里,石化四路6號電桿(向北)
8490,KC105B0620,林園分局,中芸所,北汕里,石化三路與石化四路口(向西)
8491,KC105B0621,林園分局,中芸所,北汕里,石化三路與石化四路口(向東)
8492,KC105B0622,林園分局,中芸所,北汕里,石化三路與石化四路口(向西)
8493,KC105B0623,林園分局,中芸所,西汕里,西汕路188號鈄對面(向北)
8494,KC105B0624,林園分局,中芸所,西汕里,西汕路33巷16之23號前(向北)
8495,KC105B0625,林園分局,中芸所,西汕里,西汕路188號鈄對面(向東)
8496,KC105B0626,林園分局,中芸所,西汕里,西汕路188號鈄對面(向西)
8497,KC105B0627,林園分局,中芸所,西汕里,北汕路33巷37之10號旁路燈桿(向北)
8498,KC105B0628,林園分局,中芸所,西汕里,北汕路71巷5號鈄對面(向北)
8499,KC105B0629,林園分局,中芸所,西汕里,北汕路73巷14號對面(向北)
8500,KC105B0630,林園分局,中芸所,西汕里,西汕路136號旁(向東)
8501,KC105B0631,林園分局,中芸所,西汕里,西汕路136號旁(向北)
8502,KC105B0632,林園分局,中芸所,西汕里,北汕路33巷19號旁電桿(向東)
8503,KC105B0633,林園分局,中芸所,西汕里,北汕路19之1號前(向南)
8504,KC105B0634,林園分局,中芸所,西汕里,西汕路45號旁(向北)
8505,KC105B0635,林園分局,中芸所,西汕里,北汕路37之5號(向東)
8506,KC105B0636,林園分局,中芸所,西汕里,北汕路134巷3號旁電桿(向東)
8507,KC105B0637,林園分局,中芸所,西汕里,北汕路134巷旁電信桿(向北)
8508,KC105B0638,林園分局,中芸所,西汕里,北汕路115巷3號前(向東)
8509,KC105B0639,林園分局,中芸所,東汕里,東汕路153號旁(向西)
8510,KC105B0640,林園分局,中芸所,東汕里,東汕路74號旁(向南)
8511,KC105B0641,林園分局,中芸所,東汕里,東汕路135號對面電桿(向北)
8512,KC105B0642,林園分局,中芸所,東汕里,北汕路18巷21號對面電桿(向西)
8513,KC105B0643,林園分局,中芸所,東汕里,北汕路18巷21號對面電桿(向東)
8514,KC105B0644,林園分局,中芸所,東汕里,北汕路18巷53之18號旁電桿(向南)
8515,KC105B0645,林園分局,中芸所,東汕里,東汕路18號對面電桿(向南)
8516,KC105B0646,林園分局,中芸所,東汕里,東汕路18號旁電桿(向東)
8517,KC105B0647,林園分局,中芸所,東汕里,東汕路東風宮對面電桿(向西)
8518,KC105B0648,林園分局,中芸所,東汕里,東汕路爐濟殿前電桿(向北)
8519,KC105B0649,林園分局,中芸所,東汕里,東汕路爐濟殿前電桿(向南)
8520,KC105B0650,林園分局,中芸所,東汕里,東汕路(向北)
8521,KC105B0651,林園分局,中芸所,東汕里,東汕路102號前電桿(向西)
8522,KC105B0652,林園分局,中芸所,東汕里,東汕路110號對面電桿(向東)
8523,KC105B0653,林園分局,中芸所,東汕里,東汕路110號對面電桿(向北)
8524,KC105B0654,林園分局,中芸所,東汕里,東汕路110號對面電桿(向西)
8525,KC102D1240,林園分局,忠義所,中興里,鳳林四路6號(莊敬高分1)
8526,KC102D1241,林園分局,忠義所,中興里,自由與明德路口(莊敬高分4)
8527,KC102D1242,林園分局,忠義所,中興里,自由路157號前(莊敬高分6)
8528,KC102D1243,林園分局,忠義所,中興里,自由路159號前(莊敬高分7)
8529,KC102D1244,林園分局,忠義所,中興里,鳳林四路58號前(號誌桿)
8530,KC102D1245,林園分局,忠義所,中興里,自由路155巷底右側電桿
8531,KC102D1246,林園分局,忠義所,中興里,鳳林四路88號前
8532,KC102D1247,林園分局,忠義所,中興里,平等路20號前(鳳寮幹40左2右1)
8533,KC102D1248,林園分局,忠義所,中興里,明德路13-5號(電桿)
8534,KC102D1249,林園分局,忠義所,中興里,中正路69巷31號前(無編號)
8535,KC102D1250,林園分局,忠義所,中興里,鳳林四路94號前(鳳寮高幹39左1)
8536,KC102D1251,林園分局,忠義所,中興里,義發路1號(統一超商旁號誌桿)
8537,KC102D1252,林園分局,忠義所,中興里,中正路49號前(無編號)
8538,KC102D1253,林園分局,忠義所,中興里,中正路40號前(路燈桿無編號)
8539,KC102D1254,林園分局,忠義所,中興里,中正路48號對面(忠義高分7)
8540,KC102D1255,林園分局,忠義所,中興里,中正路72號對面(忠義高分8之1)
8541,KC102D1256,林園分局,忠義所,中興里,鳳林四路233號前(鳳寮幹31)
8542,KC102D1257,林園分局,忠義所,中興里,鳳林四路170-8號前(路燈桿無編號)
8543,KC102D1258,林園分局,忠義所,中興里,中正路2號前(無編號)
8544,KC102D1259,林園分局,忠義所,中興里,文化路文化1巷37號旁(無編號)
8545,KC102D1260,林園分局,忠義所,中興里,文化路20之5號前(忠義高分6左3)
8546,KC102D1261,林園分局,忠義所,中興里,中正路61號旁(路燈桿無編號)
8547,KC102D1262,林園分局,忠義所,中興里,鳳林四路200之1號旁(號誌桿無編號)
8548,KC102D1263,林園分局,忠義所,中興里,鳳林四路276號前(鳳寮高幹89)
8549,KC102D1264,林園分局,忠義所,中興里,光華路2號對面(編號：001462)
8550,KC102D1265,林園分局,忠義所,中興里,中華北巷79號旁(忠義高分2左7之1)
8551,KC102D1266,林園分局,忠義所,中興里,鳳林四路新中興巷32號旁大寮幹34左支4右分1
8552,KC102D1267,林園分局,忠義所,中興里,鳳林四路新中興巷32號旁大寮幹34右支4左分1
8553,KC102D1268,林園分局,忠義所,中興里,中興路44之13號前(編號：001471)
8554,KC102D1269,林園分局,忠義所,中興里,文化路文明41巷1號前(忠義高分6左10)
